x,v-velocity
0.0,0.0
0.02564102564102564,0.013666314790559582
0.05128205128205128,0.0260919730211766
0.076923076923076913,0.037382909322026286
0.10256410256410256,0.048575918596105064
0.12820512820512819,0.059685664155305983
0.15384615384615383,0.070348460390835407
0.17948717948717946,0.080234188294076803
0.20512820512820512,0.088425723358420846
0.23076923076923075,0.094960604181001551
0.25641025641025639,0.0988244079387878
0.28205128205128205,0.10046565859692672
0.30769230769230765,0.098792994528920874
0.33333333333333331,0.094627559042468584
0.35897435897435892,0.086888690890604345
0.38461538461538458,0.076793755411547565
0.41025641025641024,0.063346368691145113
0.43589743589743585,0.048108982016390189
0.46153846153846151,0.03015630780775648
0.48717948717948711,0.011275925481802371
0.51282051282051277,-0.0094123207846900994
0.53846153846153844,-0.02998969199432816
0.5641025641025641,-0.051243024506264168
0.58974358974358965,-0.071140792758535937
0.61538461538461531,-0.090246269876680718
0.64102564102564097,-0.10639585417471825
0.66666666666666663,-0.11980135555435982
0.69230769230769229,-0.12824325454000068
0.71794871794871784,-0.1316591755524541
0.7435897435897435,-0.12820562430858404
0.76923076923076916,-0.11816999619620414
0.79487179487179482,-0.10115924188724164
0.82051282051282048,-0.079075647508345781
0.84615384615384603,-0.054046649028980362
0.8717948717948717,-0.029700485734345319
0.89743589743589747,-0.0090000282319002683
0.92307692307692302,0.0055986571043090457
0.94871794871794857,0.012605489955068692
0.97435897435897423,0.011209961706348427
1.0,0.0
