y,u-velocity
0.0,0.0
0.02542372881355932,0.0065630686277673234
0.05084745762711864,0.012106113741614509
0.076271186440677957,0.016764851675176915
0.10169491525423728,0.020561808730189736
0.1271186440677966,0.023601836783618133
0.15254237288135591,0.025859182910684352
0.17796610169491525,0.027416431773286579
0.20338983050847456,0.028210799198918717
0.2288135593220339,0.028308768451750385
0.25423728813559321,0.027610763606866855
0.27966101694915252,0.026170472056423685
0.30508474576271183,0.023849449966526999
0.33050847457627119,0.020689646665380396
0.3559322033898305,0.016502442916481737
0.38135593220338981,0.011304934895056542
0.40677966101694912,0.0048247989839769589
0.43220338983050849,-0.002983090287860533
0.4576271186440678,-0.012533713357617356
0.48305084745762705,-0.023983466272601353
0.50847457627118642,-0.037939706897793309
0.53389830508474578,-0.054658401728493559
0.55932203389830504,-0.074865462085792853
0.5847457627118644,-0.098680918078535088
0.61016949152542366,-0.12656663590272171
0.63559322033898302,-0.15789210965419012
0.66101694915254239,-0.19213601030881383
0.68644067796610164,-0.22715658304180672
0.71186440677966101,-0.26097848294836357
0.73728813559322037,-0.29001543899936211
0.76271186440677963,-0.31176924732575473
0.78813559322033888,-0.32306674405278563
0.81355932203389825,-0.32335979505111595
0.83898305084745761,-0.31228136263626083
0.86440677966101698,-0.29249162650630961
0.88983050847457634,-0.26589127058863871
0.9152542372881356,-0.23612945543401262
0.94067796610169485,-0.20448841629433917
0.96610169491525411,-0.1733505703359226
0.99152542372881347,-0.14231655334892365
1.0169491525423728,-0.11260520502104414
1.0423728813559321,-0.082832518916377343
1.0677966101694916,-0.053914824349908332
1.0932203389830508,-0.024216232454504431
1.1186440677966101,0.0051698857534101424
1.1440677966101693,0.035822781898570862
1.1694915254237288,0.066371634437364574
1.1949152542372881,0.098220524458126207
1.2203389830508473,0.12973469770909515
1.2457627118644068,0.16200648600240339
1.271186440677966,0.19318778506016213
1.2966101694915255,0.22393515548594325
1.3220338983050848,0.25244684659170563
1.347457627118644,0.27932269573834573
1.3728813559322033,0.30502216021402795
1.3983050847457625,0.33646345634726466
1.423728813559322,0.39146769441687052
1.4491525423728813,0.50281609092545776
1.4745762711864407,0.70579833440834561
1.5,1.0
