nIter,residual
1,1.0
2,1.5783158655035638
3,0.96606376931910654
4,0.84994718512441469
5,0.81244060008981667
6,0.79157130684284849
7,0.77883531437657583
8,0.77082685479565338
9,0.76576179201035743
10,0.76246295118499063
11,0.76022979210377628
12,0.7588341708135824
13,0.75807508340169216
14,0.75777396647243822
15,0.75781215364260968
16,0.75809459991423955
17,0.75854495721777448
18,0.75912890337975147
19,0.75980194158685632
20,0.76054001213622868
21,0.76132332188921437
22,0.76213019454513464
23,0.76295322249398623
24,0.76378301442250285
25,0.76461295454933464
26,0.76543348480067774
27,0.76624340331764795
28,0.76703978465002487
29,0.76782092102125821
30,0.76858228940061069
31,0.76932461311502831
32,0.77004723824512611
33,0.77075016095634441
34,0.77143115418315988
35,0.77209151867236847
36,0.77273149349847969
37,0.7733511321683173
38,0.7739511622865265
39,0.77453073068003564
40,0.77509116563614744
41,0.77563306362871254
42,0.77615681503903278
43,0.77666289405861277
44,0.77715214068409366
45,0.77762435691054843
46,0.77808060402532842
47,0.77852151580430207
48,0.77894755272213489
49,0.77935920262179426
50,0.77975698465065824
51,0.78014141501404854
52,0.78051313311614445
53,0.78087225709087371
54,0.78121947775075895
55,0.78155530957242147
56,0.78188014606312772
57,0.78219438035591937
58,0.78249841522666963
59,0.78279264507684421
60,0.7830774474953488
61,0.78335318349125815
62,0.78362019942823802
63,0.78387882807448417
64,0.78412938898494733
65,0.78437218878050996
66,0.78460752151695645
67,0.78483566911601077
68,0.78505690180751408
69,0.78527147856385315
70,0.7854796475262128
71,0.78568164642442784
72,0.78587770298992476
73,0.78606803536017167
74,0.78625285247319687
75,0.78643235445130755
76,0.78660673297342731
77,0.7867761716356596
78,0.78694084629982064
79,0.78710092542978294
80,0.78725657041557962
81,0.78740793588532076
82,0.78755517000503239
83,0.78769841476657421
84,0.78783780626387945
85,0.78797347495773695
86,0.78810554592942184
87,0.78823413912347107
88,0.78835936957992481
89,0.78848134765636502
90,0.78860017924010417
91,0.78871596595084825
92,0.7888288053342084
93,0.78893879104638365
94,0.78904601303037381
95,0.78915060682222382
96,0.78925248137066206
97,0.78935198187928479
98,0.789448961148561
99,0.7895435852461008
100,0.7896359227794425
101,0.78972603729323509
102,0.78981399280342257
103,0.78989985225392778
104,0.7899836765951822
105,0.79006552452177203
106,0.79014545252213686
107,0.79022351501170984
108,0.79029976444846839
109,0.79037425142192441
110,0.79044702473090245
111,0.79051813145860672
112,0.79058761704587255
113,0.79065552536149331
114,0.79072189876909771
115,0.79078682115323662
116,0.79085017983119932
117,0.79091224234354274
118,0.79097285713038834
119,0.79103213379047776
120,0.79109010791791345
121,0.79114680863899745
122,0.79120226635064528
123,0.79125651208869818
124,0.79130957636093813
125,0.79136148867277412
126,0.79141227752175081
127,0.79146197050108824
128,0.79151059436836269
129,0.79155817507990422
130,0.79160473781636909
131,0.79165030700972849
132,0.79169490637140449
133,0.79173855891964395
134,0.79178128700545425
135,0.79182311233718361
136,0.79186405600399012
137,0.79190413849830377
138,0.79194337973732676
139,0.79198179908360289
140,0.79201941536468201
141,0.79205624689194654
142,0.79209231147861081
143,0.79212762645697121
144,0.79216220869490728
145,0.79219607461169461
146,0.79222924019314722
147,0.79226174729725907
148,0.79229351767970935
149,0.79232470645722264
150,0.79235518881219857
151,0.79238511128352374
152,0.7924143554027091
153,0.79244306436587175
154,0.79247114691913312
155,0.79249865839479439
156,0.79252561261414833
157,0.79255201885500592
158,0.79257788753376068
159,0.7926032299532072
160,0.79262805744183551
161,0.79265238100384616
162,0.79267621131409904
163,0.79269955877852893
164,0.79272243356380057
165,0.79274484560399827
166,0.79276680460340598
167,0.79278832004148436
168,0.79280940117921328
169,0.79283005706542553
170,0.79285029654272809
171,0.79287012825310399
172,0.79288956064330329
173,0.79290860197008484
174,0.7929272603052816
175,0.79294554354070557
176,0.79296345939288315
177,0.79298101540762311
178,0.79299821896445111
179,0.79301507728088816
180,0.79303159741659079
181,0.7930477862773716
182,0.79306365061906636
183,0.79307919705130481
184,0.79309443204114916
185,0.79310936191661652
186,0.79312399287010238
187,0.7931383309616914
188,0.79315238212237171
189,0.79316615215715092
190,0.7931796467480754
191,0.79319287145716943
192,0.79320583172927539
193,0.79321853289482025
194,0.79323098017249993
195,0.79324317867188443
196,0.79325513339594944
197,0.79326684924354007
198,0.7932783310117566
199,0.79328958339828615
200,0.79330061100366067
201,0.7933114183334562
202,0.79332200980042988
203,0.79333238972660913
204,0.79334256234530665
205,0.79335253180310283
206,0.79336230216175962
207,0.79337187740009329
208,0.79338126141579335
209,0.79339045802720187
210,0.79339947097503571
211,0.79340830392407591
212,0.79341696046480914
213,0.79342544411502891
214,0.7934337583213964
215,0.79344190646096335
216,0.79344989184265691
217,0.79345771770872853
218,0.79346538723616822
219,0.79347290353808375
220,0.79348026966504459
221,0.79348748860640239
222,0.79349456329156731
223,0.79350149659126357
224,0.79350829131875422
225,0.79351495023103391
226,0.79352147602999834
227,0.79352787136358072
228,0.79353413882687074
229,0.79354028096319973
230,0.79354630026520601
231,0.79355219917587438
232,0.79355798008955292
233,0.7935636453529461
234,0.79356919726608599
235,0.79357463808328488
236,0.79357997001406111
237,0.79358519522405102
238,0.79359031583589079
239,0.79359533393009596
240,0.79360025154590319
241,0.79360507068210773
242,0.79360979329787318
243,0.79361442131353122
244,0.79361895661136117
245,0.79362340103634965
246,0.79362775639694161
247,0.79363202446576742
248,0.79363620698036341
249,0.79364030564386512
250,0.79364432212569958
251,0.79364825806225248
252,0.79365211505752897
253,0.79365589468379438
254,0.79365959848220768
255,0.79366322796343458
256,0.79366678460825724
257,0.79367026986816258
258,0.79367368516592374
259,0.79367703189617156
260,0.79368031142594186
261,0.79368352509523321
262,0.7936866742175317
263,0.79368976008033798
264,0.79369278394567822
265,0.79369574705061274
266,0.79369865060771683
267,0.79370149580557436
268,0.79370428380924485
269,0.79370701576072633
270,0.79370969277941361
271,0.79371231596253888
272,0.79371488638560717
273,0.79371740510283051
274,0.79371987314753745
275,0.79372229153259111
276,0.79372466125078689
277,0.79372698327525082
278,0.79372925855982046
279,0.79373148803943117
280,0.79373367263048167
281,0.79373581323120068
282,0.79373791072200373
283,0.7937399659658434
284,0.79374197980855132
285,0.79374395307917545
286,0.79374588659031009
287,0.79374778113841737
288,0.7937496375041464
289,0.79375145645264167
290,0.79375323873385217
291,0.79375498508282283
292,0.79375669621999445
293,0.79375837285148687
294,0.79376001566937882
295,0.79376162535199324
296,0.79376320256415278
297,0.7937647479574601
298,0.79376626217054869
299,0.79376774582934106
300,0.79376919954729774
301,0.79377062392566511
302,0.79377201955371268
303,0.79377338700897215
304,0.79377472685746431
305,0.79377603965392951
306,0.79377732594204842
307,0.7937785862546608
308,0.7937798211139776
309,0.79378103103179121
310,0.7937822165096835
311,0.7937833780392215
312,0.79378451610216139
313,0.79378563117063794
314,0.79378672370735592
315,0.79378779416577672
316,0.79378884299029828
317,0.79378987061643913
318,0.79379087747100963
319,0.79379186397228574
320,0.79379283053017746
321,0.79379377754639358
322,0.79379470541460717
323,0.79379561452061054
324,0.79379650524247247
325,0.79379737795069416
326,0.79379823300835473
327,0.79379907077126233
328,0.79379989158809361
329,0.79380069580053847
330,0.79380148374343984
331,0.79380225574492813
332,0.79380301212654936
333,0.79380375320340646
334,0.79380447928427678
335,0.79380519067174471
336,0.7938058876623223
337,0.79380657054656734
338,0.79380723960920851
339,0.79380789512925454
340,0.7938085373801107
341,0.79380916662969181
342,0.79380978314052841
343,0.79381038716987551
344,0.79381097896981989
345,0.79381155878737852
346,0.79381212686460323
347,0.79381268343867772
348,0.79381322874201787
349,0.79381376300236051
350,0.79381428644286345
351,0.79381479928219256
352,0.79381530173461345
353,0.7938157940100804
354,0.7938162763143165
355,0.79381674884890896
356,0.79381721181137921
357,0.79381766539527565
358,0.79381810979024292
359,0.79381854518210937
360,0.79381897175295502
361,0.79381938968119303
362,0.79381979914164058
363,0.79382020030558764
364,0.79382059334087574
365,0.79382097841195742
366,0.79382135567997192
367,0.7938217253028077
368,0.79382208743516625
369,0.79382244222863207
370,0.79382278983172683
371,0.79382313038997854
372,0.79382346404597548
373,0.79382379093943278
374,0.79382411120723806
375,0.79382442498352124
376,0.79382473239970119
377,0.7938250335845457
378,0.79382532866421796
379,0.79382561776233673
380,0.79382590100002293
381,0.79382617849594872
382,0.79382645036639099
383,0.79382671672527594
384,0.79382697768422861
385,0.79382723335261818
386,0.79382748383760193
387,0.79382772924417144
388,0.79382796967519853
389,0.7938282052314718
390,0.79382843601174469
391,0.79382866211277359
392,0.79382888362935533
393,0.79382910065437406
394,0.7938293132788331
395,0.79382952159189446
396,0.79382972568091803
397,0.79382992563149624
398,0.79383012152748877
399,0.79383031345106048
400,0.79383050148271195
401,0.79383068570131676
402,0.79383086618415022
403,0.79383104300692531
404,0.79383121624382214
405,0.79383138596751956
406,0.79383155224922497
407,0.79383171515870576
408,0.79383187476431427
409,0.79383203113302114
410,0.79383218433044123
411,0.79383233442085999
412,0.7938324814672596
413,0.79383262553135203
414,0.79383276667359448
415,0.79383290495322079
416,0.79383304042826841
417,0.7938331731555941
418,0.79383330319090817
419,0.79383343058878975
420,0.79383355540271117
421,0.79383367768506619
422,0.79383379748718197
423,0.79383391485934873
424,0.79383402985083751
425,0.79383414250992135
426,0.79383425288389409
427,0.79383436101909211
428,0.79383446696091287
429,0.79383457075383357
430,0.7938346724414308
431,0.7938347720663973
432,0.7938348696705616
433,0.79383496529490261
434,0.79383505897957207
435,0.79383515076390454
436,0.79383524068643829
437,0.79383532878493224
438,0.79383541509637934
439,0.79383549965701961
440,0.79383558250236241
441,0.79383566366719571
442,0.79383574318560235
443,0.79383582109097517
444,0.79383589741602756
445,0.79383597219281188
446,0.79383604545273079
447,0.79383611722655001
448,0.79383618754440999
449,0.79383625643584133
450,0.79383632392977788
451,0.7938363900545623
452,0.79383645483796661
453,0.79383651830719837
454,0.79383658048891192
455,0.79383664140922394
456,0.79383670109372029
457,0.79383675956746702
458,0.79383681685502305
459,0.79383687298044969
460,0.79383692796731853
461,0.79383698183872531
462,0.79383703461729549
463,0.79383708632519745
464,0.79383713698414826
465,0.79383718661542668
466,0.79383723523987682
467,0.79383728287792388
468,0.79383732954957675
469,0.79383737527443721
470,0.79383742007171199
471,0.79383746396021715
472,0.79383750695838717
473,0.79383754908428283
474,0.79383759035559875
475,0.79383763078966962
476,0.79383767040348008
477,0.79383770921366925
478,0.7938377472365391
479,0.79383778448806075
480,0.79383782098388156
481,0.79383785673933194
482,0.79383789176943031
483,0.79383792608889137
484,0.793837959712131
485,0.79383799265327193
486,0.79383802492615241
487,0.7938380565443286
488,0.79383808752108087
489,0.79383811786942249
490,0.79383814760210059
491,0.79383817673160484
492,0.79383820527017113
493,0.79383823322978786
494,0.79383826062219975
495,0.79383828745891283
496,0.79383831375120006
497,0.79383833951010674
498,0.79383836474645209
499,0.79383838947083818
500,0.79383841369364994
501,0.7938384374250631
502,0.79383846067504538
503,0.79383848345336427
504,0.79383850576958892
505,0.79383852763309126
506,0.79383854905305751
507,0.79383857003848413
508,0.79383859059818807
509,0.79383861074080431
510,0.79383863047479508
511,0.79383864980844832
512,0.79383866874988707
513,0.79383868730706864
514,0.79383870548778745
515,0.79383872329967897
516,0.79383874075022831
517,0.79383875784676439
518,0.7938387745964689
519,0.79383879100637911
520,0.79383880708338628
521,0.79383882283424556
522,0.79383883826557311
523,0.79383885338385096
524,0.79383886819542937
525,0.79383888270653147
526,0.79383889692325127
527,0.79383891085156189
528,0.79383892449731508
529,0.7938389378662406
530,0.79383895096395674
531,0.79383896379596386
532,0.79383897636765255
533,0.79383898868430569
534,0.79383900075109415
535,0.79383901257308864
536,0.79383902415525576
537,0.79383903550245871
538,0.79383904661946569
539,0.79383905751094652
540,0.79383906818147643
541,0.7938390786355366
542,0.79383908887752042
543,0.79383909891172888
544,0.79383910874237718
545,0.79383911837359511
546,0.79383912780942867
547,0.79383913705384102
548,0.7938391461107166
549,0.79383915498385782
550,0.7938391636769937
551,0.79383917219377609
552,0.7938391805377818
553,0.79383918871251624
554,0.79383919672141212
555,0.79383920456783663
556,0.79383921225508358
557,0.79383921978638206
558,0.79383922716489752
