y,u-velocity
0.0,0.0
0.02564102564102564,-0.017227749350150555
0.05128205128205128,-0.032682210605830174
0.076923076923076913,-0.046819863738435448
0.10256410256410256,-0.059974874598281679
0.12820512820512819,-0.072414898511395015
0.15384615384615383,-0.084350351615320243
0.17948717948717946,-0.09593440676759328
0.20512820512820512,-0.10726307751932652
0.23076923076923075,-0.11837360866915789
0.25641025641025639,-0.12924157731204927
0.28205128205128205,-0.13977793856454951
0.30769230769230765,-0.14982719610983042
0.33333333333333331,-0.15916790067580369
0.35897435897435892,-0.16751667329594871
0.38461538461538458,-0.17453679407455799
0.41025641025641024,-0.17985204686303374
0.43589743589743585,-0.18306593856529851
0.46153846153846151,-0.18378562242346524
0.48717948717948711,-0.18164890381394139
0.51282051282051277,-0.17635171214248813
0.53846153846153844,-0.16767255111876012
0.5641025641025641,-0.15548987188018021
0.58974358974358965,-0.13978817476894551
0.61538461538461531,-0.12064893011682863
0.64102564102564097,-0.098222928183424152
0.66666666666666663,-0.072681083585491732
0.69230769230769229,-0.044140705752103902
0.71794871794871784,-0.012563841530151778
0.7435897435897435,0.022375575678562239
0.76923076923076916,0.061455965785535305
0.79487179487179482,0.1060937274520324
0.82051282051282048,0.15851764494085627
0.84615384615384603,0.22186084974938325
0.8717948717948717,0.30004959511780516
0.89743589743589747,0.3973252618346918
0.92307692307692302,0.51718747360962847
0.94871794871794857,0.66057325690264712
0.97435897435897423,0.82417928381470074
1.0,1.0
