x,v-velocity
0.0,0.0
0.02564102564102564,0.037864731965644383
0.05128205128205128,0.069322884359229689
0.076923076923076913,0.094899468782729618
0.10256410256410256,0.11517408114702643
0.12820512820512819,0.13076997928741349
0.15384615384615383,0.14229140808110172
0.17948717948717946,0.1502881050674702
0.20512820512820512,0.15523476621174173
0.23076923076923075,0.1575186138710053
0.25641025641025639,0.15743605957172621
0.28205128205128205,0.1551968620465137
0.30769230769230765,0.1509333707112982
0.33333333333333331,0.1447128085619038
0.35897435897435892,0.13655098476661306
0.38461538461538458,0.1264263137187755
0.41025641025641024,0.11429356246057795
0.43589743589743585,0.10009725465535763
0.46153846153846151,0.083785051174015635
0.48717948717948711,0.065321739388931654
0.51282051282051277,0.044704614215837421
0.53846153846153844,0.02198114349064096
0.5641025641025641,-0.0027302610074458554
0.58974358974358965,-0.029215667354307404
0.61538461538461531,-0.057136973621278439
0.64102564102564097,-0.085999595956746305
0.66666666666666663,-0.11511825326020793
0.69230769230769229,-0.14358463668374996
0.71794871794871784,-0.17024392859408061
0.7435897435897435,-0.19369122992042362
0.76923076923076916,-0.21230376863975631
0.79487179487179482,-0.22432849687957593
0.82051282051282048,-0.22804422407701178
0.84615384615384603,-0.22200652424762765
0.8717948717948717,-0.20535640164655994
0.89743589743589747,-0.1781321530403821
0.92307692307692302,-0.14147686829278144
0.94871794871794857,-0.097578948186490766
0.97435897435897423,-0.049299495741201994
1.0,0.0
