y,u-velocity
0.0,0.0
0.052631578947368418,-0.080883017036586444
0.10526315789473684,-0.13862774285532795
0.15789473684210525,-0.17261179632860421
0.21052631578947367,-0.18918255795820463
0.26315789473684209,-0.18785582301958639
0.31578947368421051,-0.16979259710584729
0.36842105263157893,-0.13951388842201012
0.42105263157894735,-0.10313085101835934
0.47368421052631576,-0.064852234514933466
0.52631578947368418,-0.026907914940304832
0.57894736842105254,0.010188018867181859
0.63157894736842102,0.046173052631722278
0.68421052631578949,0.081243106379717059
0.73684210526315785,0.11383025485481131
0.78947368421052633,0.14444385305942473
0.84210526315789469,0.17465477048060579
0.89473684210526316,0.25455957115681627
0.94736842105263153,0.44603599189073012
1.0,1.0
